X,Y,Z,Name,HCI_CODE,HCI_NAME,LICENCE_TYPE,HCI_TEL,POSTAL_CD,ADDR_TYPE,BLK_HSE_NO,FLOOR_NO,UNIT_NO,STREET_NAME,BUILDING_NAME,CLINIC_PROGRAMME_CODE,X_COORDINATE,Y_COORDINATE,INC_CRC,FMEL_UPD_D
103.678409741881,1.32561767794228,0,kml_1,15M0211,Acumed Medical Group,MC,"68615755","629117",B,"1","01","23",JOO KOON CIRCLE,FAIRPRICE HUB,"CDMP,CHAS",10760.19030171,34206.12386783,781AF3FC7E4D0301,"20210926121846"
103.626524577792,1.28909462597839,0,kml_2,16M0004,Acumed Medical Group,MC,"65701390","637370",B,"128","01","03",TUAS SOUTH AVENUE 3,JTC BIOMED ONE @ TUAS BIOMEDICAL PARK,"CDMP,CHAS",4985.53397365,30167.98804538,4132D1A643933D75,"20210926121846"
103.795692352825,1.33081740087421,0,kml_3,21M0229,Advantage Medical Clinic,MC,"87840093","268802",B,"1","03","12",FIFTH AVENUE,GUTHRIE HOUSE,CHAS,23812.58956922,34780.57533007,1429766D7056AA8D,"20210926121846"
103.870851534198,1.35403939788243,0,kml_4,19M0160,Affinity Medical Clinic,MC,"62808080","550253",A,"253","01","187",SERANGOON CENTRAL DRIVE,,"CDMP,CHAS,ISP",32176.99089858,37348.34529089,25E32F8453AEABFD,"20210926121846"
103.853929522028,1.31247324146379,0,kml_5,"9404401","Allergy, Arthritis & Rheumatism Clinic",MD,"64749438","217562",B,"1","14","13",FARRER PARK STATION ROAD,CONNEXION,"CDMP,CHAS",30293.80179285,32752.14975386,E04B63460D9DF892,"20210926121846"
103.931626253574,1.35522647099143,0,kml_6,17M0228,Allhealth Family Clinic,MC,"67026467","523872",A,872C,"01","01",TAMPINES STREET 86,,CHAS,38940.52504647,37479.79536068,5B0B49E22956F1B3,"20210926121846"
103.798227586732,1.29996199426432,0,kml_7,19M0341,Ally Health,MC,"66977700","140462",A,46-2,"01","372",COMMONWEALTH DRIVE,,"CDMP,CHAS,ISP",24094.68699586,31368.73817961,C5F9B14203C0367F,"20210926121846"
103.845949444676,1.37193729089468,0,kml_8,16M0043,Ang Mo Kio Family Medicine Clinic,MC,"65541133","569841",,"4190","03","01",ANG MO KIO AVENUE 6,BROADWAY PLAZA,"CDMP,CHAS,ISP",29405.66118025,39327.37454678,4A712102C8E400A3,"20210926121846"
103.882455638548,1.31277604579897,0,kml_9,16C0397,Anteh Dispensary Pte Ltd,MC,"67440040","398664",,"1","01","02",LORONG 22 GEYLANG,GRANDVIEW SUITES,CHAS,33468.48699051,32785.67660058,7E06EFB3781F029E,"20210926121846"
103.855103690664,1.36454170930926,0,kml_10,20M0227,Appletree Medical Centre,MC,"64548361","560416",A,"416","01","997",ANG MO KIO AVENUE 10,TECK GHEE HEARTLANDS,"CDMP,CHAS,ISP",30424.4244873,38509.61595566,68380F0447C3CEAD,"20210926121846"
103.784158787813,1.33356161107492,0,kml_11,14M0385,Aris Medical Clinic,MC,"64631197","589629",B,"989",,,BUKIT TIMAH ROAD,MAPLEWOODS,"CDMP,CHAS,ISP",22529.02868325,35084.03871453,83128B834E1E0719,"20210926121846"
103.833962340221,1.30450604608539,0,kml_12,"9404842",Asia HealthPartners,MC,"62357888","238863",B,"304","05","06",ORCHARD ROAD,LUCKY PLAZA,"CDMP,CHAS",28071.64465507,31871.16894201,7D947E8848FCBA14,"20210926121846"
103.836723874387,1.43576080433402,0,kml_13,12C0249,Atrio Family Clinic,MC,"67520838","760291",A,"291","01","349",YISHUN STREET 22,,"CDMP,CHAS",28378.95761251,46384.65236368,A9343D9D499713BE,"20210926121846"
103.738145286322,1.34302644245796,0,kml_14,"9400088",B S CHEW CLINIC,MC,"65678803","600252",A,"252","01","109",JURONG EAST ST 24,,"CDMP,CHAS",17408.24358642,36130.76291904,847A1CC60B7C7509,"20210926121846"
103.858181908966,1.33093933661869,0,kml_15,"9400089",B T GOH FAMILY CLINIC & SURGERY,MC,"63544535","310194",A,"194","01","406",KIM KEAT AVE,,"CDMP,CHAS",30767.03163903,34794.04031503,CFF27F8EAEA0CE95,"20210926121846"
103.914941831149,1.33295923548327,0,kml_16,"9400097",BALKIS FAMILY CLINIC,MC,"96153314","470631",A,"631","01","968",BEDOK RESERVOIR RD,,"CDMP,CHAS,ISP",37083.81960926,35017.52690881,DCE856F058F0AA59,"20210926121846"
103.932493034946,1.32587565153874,0,kml_17,"9404456",BEDOK  CENTRAL CLINIC,MC,"62424489","460214",A,"214","01","161",BEDOK NORTH STREET 1,,"CDMP,CHAS",39037.11941425,34234.33096507,01777069BDB980A4,"20210926121846"
103.935563486314,1.32014882956642,0,kml_18,"9400102",BEDOK CLINIC & SURGERY(Family Medical Centre),MC,"62410943","460017",A,"17","01","565",BEDOK SOUTH RD,,"CDMP,CHAS",39378.85624037,33601.10134855,9EC430F002804A4E,"20210926121846"
103.937343348132,1.32919868633173,0,kml_19,"9400105",BEDOK LIFE CLINIC,MC,"64431398","460123",,"123","01","160",BEDOK NORTH ST 2,,"CDMP,CHAS",39576.89557166,34601.79793826,4F4C861CB2B10103,"20210926121846"
103.934734222327,1.3206250489608,0,kml_20,18C0287,BEDOK MEDICAL CENTRE,MC,"62414111","460018",A,"18","01","57",BEDOK SOUTH RD,,"CDMP,CHAS,ISP",39286.5650113,33653.75547249,3B0214631DD16A49,"20210926121846"
103.871622627508,1.32130110237378,0,kml_21,21M0022,BELIEF FAMILY CLINIC,MC,"65924667","339355",B,"541",B1,"02",KALLANG BAHRU,GEYLANG BAHRU MRT STATION,"CDMP,CHAS,ISP",32262.86125919,33728.3126899,E8DC3D2A42ACA2CF,"20210926121846"
103.786935926533,1.33643632274992,0,kml_22,20M0326,BINJAI MEDICAL & PAINCARE CLINIC,MC,"64693737","589828",B,"23",,,BINJAI PARK,,CHAS,22838.10133046,35401.90369646,43668058F2BD96A9,"20210926121846"
103.855213610026,1.34452706925104,0,kml_23,12C0198,BISHAN GRACE CLINIC,MC,"62542232","570150",A,"150","01","151",BISHAN STREET 11,,"CDMP,CHAS",30436.67723952,36296.49922899,ADDA535E9E530626,"20210926121846"
103.784855036241,1.29076149231466,0,kml_24,"9403277",BL MEDICAL ASSOCIATES,MC,"62651052","118222",B,"2","01","10",SCIENCE PARK DRIVE,ASCENT,"CDMP,CHAS",22606.42219234,30351.41838298,D2E1176686F0E923,"20210926121846"
103.810424079321,1.27406230421394,0,kml_25,21M0039,BLISS MEDICAL CLINIC,MC,"69299026","100065",A,"65","01","158",TELOK BLANGAH DRIVE,BLANGAH VIEW,"CDMP,CHAS,ISP",25452.02173356,28504.8684294,22311F1A099EF425,"20210926121846"
103.908688936297,1.33141324887407,0,kml_26,"9403684",BOK FAMILY CLINIC  PTE LTD,MD,"67478200","470117",A,"117","01","58",BEDOK RESERVOIR ROAD,,"CDMP,CHAS,ISP",36387.94222808,34846.55729474,22CEDAA5A17FCAB7,"20210926121846"
103.870914031071,1.31423937057055,0,kml_27,"9402579",BOON KENG CLINIC & SURGERY,MC,"67465456","380011",A,"11","01","919",UPPER BOON KENG RD,,"CDMP,CHAS,ISP",32184.01334321,32947.46127392,A1347A0E726F26C5,"20210926121846"
103.712430373584,1.34633552468211,0,kml_28,"9400128",BOON LAY CENTRAL CLINIC,MD,"62655996","640221",A,"221","01","242",BOON LAY PLACE,BOON LAY SHOPPING CENTRE,"CDMP,CHAS",14546.46668567,36496.79158791,40746D8A9A8D3902,"20210926121846"
103.84907733333,1.34841689766539,0,kml_29,18M0380,DA Clinic @ Bishan,MC,"31650140","570501",A,"501","01","374",BISHAN STREET 11,,CHAS,29753.77404795,36726.61133352,42D2DC962E557B5A,"20210926121846"
103.844748631654,1.35891907140489,0,kml_30,20M0355,1 BISHAN MEDICAL,MC,,"570283",A,"283","01","191",BISHAN STREET 22,,"CDMP,CHAS,ISP",29272.03220912,37887.8853883,C59A5D1A653056BD,"20210926121846"
103.854644986918,1.36271541943285,0,kml_31,19M0105,1 MEDICAL TECK GHEE,MC,"62517030","560410",A,"410","01","837",ANG MO KIO AVENUE 10,TECK GHEE SQUARE,CHAS,30373.37795651,38307.67374948,010CADA38BB3F4CF,"20210926121846"
103.936865404289,1.33143367986449,0,kml_32,"9400001",115 EASTPOINT CLINIC & SURGERY,MC,"64410180","460115",A,"115","01","301",BEDOK NORTH RD,,"CDMP,CHAS",39523.69489874,34848.93024413,19FC221AA3E09C1A,"20210926121846"
103.861087462865,1.31942539044681,0,kml_33,"9400002",18 CLINIC,MC,"62999750","322101",A,"101","01","228",TOWNER ROAD,,"CDMP,CHAS,ISP",31090.40397139,33520.89049554,D022E321F421EC35,"20210926121846"
103.846558024961,1.28883856203064,0,kml_34,14M0337,"1Aesthetics, Medical & Surgery",MC,"66125173","59818",B,"8","14","90",EU TONG SEN STREET,THE CENTRAL,"CDMP,CHAS",29473.43800609,30138.74308924,DCC372E6080C37A9,"20210926121846"
103.711680539551,1.34967447000568,0,kml_35,20M0353,216 Procross Medical Clinic,MC,,"640216",A,"216","01","03",BOON LAY AVENUE,MULTI STOREY CAR PARK,"CDMP,CHAS,ISP",14463.03668124,36866.00009008,44E2CB11318D586B,"20210926121846"
103.848986957423,1.3638957019431,0,kml_36,"9402662",338 FAMILY CLINIC,MD,"64549408","560338",A,"338","01","1615",ANG MO KIO AVE 1,,"CDMP,CHAS",29743.70510049,38438.17845933,72364723E3612491,"20210926121846"
103.721439265798,1.35422127854078,0,kml_37,21M0064,405 Procross Medical Clinic,MC,,"640405",A,"405","01",K1,JURONG WEST STREET 42,HONG KAH COURT,"CDMP,CHAS,ISP",15549.09915507,37368.7117999,C6392818745770B3,"20210926121846"
103.725202727272,1.35372257135121,0,kml_38,21M0056,411 Procross Medical Clinic,MC,,"640411",A,"411","01",K1,JURONG WEST STREET 42,,"CDMP,CHAS,ISP",15967.92793037,37313.5481877,376307686CC15F35,"20210926121846"
103.835703280699,1.41873530076837,0,kml_39,21M0013,57 MEDICAL CLINIC (YISHUN),MC,"62353490","760618",A,"618","01","3238",YISHUN RING ROAD,,"CDMP,CHAS,ISP",28265.38299667,44502.05778168,F69154209CB5F463,"20210926121846"
103.869147756879,1.3235378064709,0,kml_40,20M0117,57 Medical Clinic (Geylang Bahru),MC,"66947078","330057",A,"57","01","3505",GEYLANG BAHRU,,"CDMP,CHAS,ISP",31987.42905444,33975.63193083,62BAF49AA520B0EF,"20210926121846"
103.906754510622,1.30173721640039,0,kml_41,"9400006",81 FAMILY CLINIC,MC,"63466768","440086",A,"86","01","670",MARINE PARADE CENTRAL,,"CDMP,CHAS",36172.75708286,31565.12493952,84A81A92884F5921,"20210926121846"
103.79531438351,1.43712301469225,0,kml_42,"9405507",888 PLAZA FAMILY CLINIC,MC,"63688762","730888",B,"888","01","739",WOODLANDS DRIVE 50,888 PLAZA,"CDMP,CHAS",23770.71393482,46535.3137346,45465B70381B5FE5,"20210926121846"
103.79045407864,1.43106395467045,0,kml_43,13C0067,A & A Clinic,MD,"63390883","732570",A,570B,"01","07",WOODLANDS AVENUE 1,,"CDMP,CHAS",23229.82361293,45865.34272069,FCCD70EB99CBF806,"20210926121846"
103.844160709873,1.3207051098625,0,kml_44,"9400096",A LIFE CLINIC PTE LTD,MC,"67372283","307506",B,"10","09","21",SINARAN DRIVE,NOVENA MEDICAL CENTER,"CDMP,CHAS",29206.6219764,33662.3806674,3F1CCCBC74F1F218,"20210926121846"
103.840001188467,1.27742654256439,0,kml_45,19M0213,A MEDICAL CLINIC,MC,"62262066","81001",A,"1","01","27",EVERTON PARK,EVERTON PARK,"CDMP,CHAS,ISP",28743.72095858,28876.85813552,2634D24B046B50DA,"20210926121846"
103.856047008296,1.36785888235033,0,kml_46,19M0120,A+FFORDABLE CLINIC (AMK AVE 10),MC,"69638987","560449",A,"449","01","1715",ANG MO KIO AVENUE 10,,CHAS,30529.40105861,38876.41312863,7350A6628C6730A6,"20210926121846"
103.885679159796,1.37297840263115,0,kml_47,15M0045,A+FFORDABLE CLINIC (HOUGANG),MC,"65849388","530681",A,"681","01","829",HOUGANG AVENUE 8,,"CDMP,CHAS",33827.09177047,39442.55542398,A24AA09ED5A018A1,"20210926121846"
103.930036524412,1.32856421162809,0,kml_48,19M0185,A1 Medical Clinic,MC,"64930198","460418",A,"418","01","63",BEDOK NORTH AVENUE 2,LINEAR GREEN @ BEDOK,"CDMP,CHAS,ISP",38763.72258006,34531.60781581,C2DD3F23F553DB30,"20210926121846"
103.837359158655,1.30139880199722,0,kml_49,16M0198,ACMS MEDICAL CLINIC,MC,"62625052","239693",B,"1","06","06",GRANGE ROAD,ORCHARD BUILDING,CHAS,28449.67996718,31527.58616236,F55D7BD64A4BF9FC,"20210926121846"
103.852130314178,1.28385576222736,0,kml_50,"9405222",ACUMED MEDICAL GROUP,MC,"65327766","48621",B,"24","02","05",RAFFLES PLACE,CLIFFORD CENTRE,"CDMP,CHAS,ISP",30093.59064292,29587.77473949,BC234EA2A7D40739,"20210926121846"
103.706685012636,1.33945271688955,0,kml_51,"9405234",ACUMED MEDICAL GROUP,MC,"67923822","648886",B,"1",B1A,19E,JURONG WEST CENTRAL 2,JURONG POINT SHOPPING CENTRE JP1,"CDMP,CHAS",13907.03052828,35735.75646952,A09496934CE3EEF2,"20210926121846"
103.742787643586,1.32113896653504,0,kml_52,"9405235",ACUMED MEDICAL GROUP,MC,"65619366","600038",A,"38","01",318/319,TEBAN GARDENS ROAD,,"CDMP,CHAS",17924.79923637,33710.53527395,2C40F0316F382386,"20210926121846"
103.782059433299,1.43794381737826,0,kml_53,"9405237",ACUMED MEDICAL GROUP,MC,"63627789","730111",A,"111","01","78",WOODLANDS STREET 13,,"CDMP,CHAS,ISP",22295.64224924,46626.10279391,0F9E52D3DA889557,"20210926121846"
103.722451247982,1.33237347600046,0,kml_54,"9405239",ACUMED MEDICAL GROUP,MC,"62656422","610064",A,"64","01",107/111,YUNG KUANG ROAD,,"CDMP,CHAS,ISP",15661.61193978,34952.88381812,6EF9743A3B69080C,"20210926121846"
103.652226413178,1.31715448633568,0,kml_55,"9405240",ACUMED MEDICAL GROUP,MC,"68615996","639591",B,"71","01","06",PIONEER ROAD,TUAS AMENITY CENTRE,"CDMP,CHAS",7846.169499,33270.50056766,8F6F9FD9444739D7,"20210926121846"
103.66095280564,1.32148166492796,0,kml_56,19M0060,ACUMED MEDICAL GROUP,MC,"65639363","639499",B,"14","01","05",TUAS AVENUE 1,JTC Space @ Tuas,CHAS,8817.36987804,33748.91105166,5359FC6886004E7E,"20210926121846"
103.934649103244,1.34841976695403,0,kml_57,"9400018",ADIDAH FAMILY CLINIC & SURGERY,MC,"67845435","520821",A,"821","01","210",TAMPINES ST 81,,"CDMP,CHAS,ISP",39276.96549,36727.15748902,05CC5900A9CE1031,"20210926121846"
103.80376495913,1.43808788035983,0,kml_58,19M0121,ADMIRALTY FAMILY MEDICAL CLINIC,MC,"69048894","730693",A,"693","01","08",WOODLANDS AVENUE 6,,CHAS,24711.13531577,46641.98982293,3897978384308C56,"20210926121846"
103.901953041118,1.33068802483318,0,kml_59,"9402738",ADVANCE CLINIC & SURGERY PTE LTD,MC,"67421156","400301",,"301","01","269",UBI AVE 1,,"CDMP,CHAS",35638.3084538,34766.34380841,2656ABD6C70E2737,"20210926121846"
103.877933381804,1.39807105477126,0,kml_60,16M0147,AE Medical Clinic,MC,"68162900","792467",A,467B,"01","529",FERNVALE LINK,,"CDMP,CHAS,ISP",32965.02908408,42217.15689947,A082229979E91C4E,"20210926121846"
103.925307290309,1.33131386611754,0,kml_61,20M0072,AIDAN MEDICAL CLINIC,MC,"69707820","460539",A,"539","01","623",BEDOK NORTH STREET 3,,"CDMP,CHAS,ISP",38237.39524452,34835.63076449,4840E6B30E7381AC,"20210926121846"
103.810971835617,1.29270252663114,0,kml_62,"9403468",ALEXANDRA FAMILY CLINIC & SURGERY,MC,"64797022","142057",A,"57","02","02",DAWSON ROAD,,"CDMP,CHAS",25513.0007032,30566.00749106,8770BF6F3957EAF5,"20210926121846"
103.907742997146,1.33269651937702,0,kml_63,"9404623",ALLIANCE CLINIC AND PARTNERS PTE LTD,MC,"68469585","410652",A,"652","01","50",JALAN TENAGA,,"CDMP,CHAS,ISP",36282.66464167,34988.45169552,3F5EC8D62726CBFD,"20210926121846"
103.819135632329,1.30847204130269,0,kml_64,16M0095,AMDA International Peace Clinic,MC,"66941661","257720",B,"9","01","11",TAMAN SERASI,BOTANIC GARDENS VIEW,"CDMP,CHAS",26421.5705098,32309.71273823,AC594A210FA349D2,"20210926121846"
103.75069463099,1.35925940880518,0,kml_65,"9400036",AMITY MEDICAL CLINIC & DENTAL SURGERY,MC,"65609292","650371",A,"371","01","314",BT BATOK ST 31,,"CDMP,CHAS,ISP",18804.9118111,37925.672484,41CB84DFA97815D5,"20210926121846"
103.846448306321,1.37278358502024,0,kml_66,"9403568",AMK FAMILY CLINIC PTE LTD,MC,"64544204","560726",A,"726","01","4148",ANG MO KIO AVENUE 6,,"CDMP,CHAS",29461.17789875,39420.95367856,F3CB80E5C1A72D72,"20210926121846"
103.845703844549,1.33864901778038,0,kml_67,"9400011",AMPM FAMILY CLINIC & SURGERY PTE. LTD.,MC,"62530917","310123",A,"123","01","521",TOA PAYOH LOR 1,,"CDMP,CHAS",29378.34774523,35646.52690754,582F858AE8AFD4BB,"20210926121846"
103.839395071325,1.37530562129984,0,kml_68,"9400046",ANG MO KIO MEDICAL CENTRE,MC,"64570273","560157",A,"157","01","558",ANG MO KIO AVE 4,,"CDMP,CHAS",28676.23854942,39699.82447759,9E634C64E34C19AF,"20210926121846"
103.883338697356,1.31592240672591,0,kml_69,"9404168",ANSARI FAMILY CLINIC & SURGERY,MC,"67430714","388259",B,"78",,,LORONG  25A GEYLANG ROAD,,"CDMP,CHAS",33566.75611609,33133.58709654,EC26CCE6189FF482,"20210926121846"
103.835446503405,1.41562517359593,0,kml_70,"9400054",APEX CLINIC & SURGERY,MC,"67535621","760844",A,"844","01","162",YISHUN ST 81,,"CDMP,CHAS",28236.80771967,44158.155584,DBAA8CFFAA2AF13B,"20210926121846"
103.774636554647,1.42992991950792,0,kml_71,"9400053",APEX CLINIC & SURGERY,MC,"63677710","730306",A,"306","01","39",WOODLANDS ST 31,,"CDMP,CHAS",21469.56650047,45739.98574737,9A80960F64B67190,"20210926121846"
103.691459639169,1.34138531152671,0,kml_72,"9400055",APEX MEDICAL CENTRE (JURONG) PTE LTD,MC,"67912292","640960",A,"960","01","172",JURONG WEST ST 92,,"CDMP,CHAS",12212.6174493,35949.54641203,BFDEE0FA628ABB29,"20210926121846"
103.851478219833,1.30758123998287,0,kml_73,"9404921",APOLLO MEDICAL CENTRE,MC,"62962777","210668",A,"668","01","24",CHANDER ROAD,,"CDMP,CHAS",30020.99908892,32211.21533152,1AB3F8045B6E85C2,"20210926121846"
103.751213742333,1.35866916669752,0,kml_74,"9405288",AR-Raudhah Medical Clinic and Surgery Pte Ltd,MC,"65677458","650372",A,"372","01","386",BUKIT BATOK STREET 31,,"CDMP,CHAS",18862.68067946,37860.40454106,130D3F502231CB1F,"20210926121846"
103.778972458718,1.32044171174532,0,kml_75,"9401662",ARCADIA CLINIC,MC,"64695122","597626",B,"2","01","211",PANDAN VALLEY,,"CDMP,CHAS,ISP",21951.81239204,33633.31901417,834F6AEF198342F3,"20210926121846"
103.831507365278,1.30580981572661,0,kml_76,"9402258",ASIAMEDIC WELLNESS ASSESSMENT CENTRE,MC,"67898888","238868",,"350","08","00",ORCHARD ROAD,SHAW HOUSE,"CDMP,CHAS,ISP",27798.42864182,32015.33310863,4B9D5521375DC0D3,"20210926121846"
103.844748631654,1.35891907140489,0,kml_77,"9404831",ASPEN CLINIC,MC,"64553829","570283",A,"283","01","185",BISHAN STREET 22,,"CDMP,CHAS,ISP",29272.03220912,37887.8853883,C59A5D1AFA63C975,"20210926121846"
103.849538318462,1.33889442806175,0,kml_78,"9403516",ASSOCIATE DISPENSARIES,MC,"62562308","310094",A,"94","01","20",TOA PAYOH LOR 4,,"CDMP,CHAS",29805.08345618,35673.66557523,07197CBFA9894FF8,"20210926121846"
103.896729088429,1.30288819409101,0,kml_79,16M0340,ASSURANCE MEDICARE CLINIC AND SURGERY,MC,"63457810","437127",B,"370",,,TANJONG KATONG ROAD,,"CDMP,CHAS",35057.01433875,31692.36388527,032195739E13E768,"20210926121846"
103.854594160953,1.37380851529933,0,kml_80,13M0361,ATRIO FAMILY CLINIC (AMK) PTE. LTD.,MC,"64554282","560532",A,"532","01","2461",ANG MO KIO AVENUE 10,CHENG SAN CENTRE,"CDMP,CHAS",30367.71076084,39534.29181064,AF6111DCA46E9B0F,"20210926121846"
103.803023755955,1.28220135432784,0,kml_81,15M0364,Acacia Medical Clinic,MC,"98164823","109684",,"180","01","07",DEPOT ROAD,"INTERLACE, THE","CDMP,CHAS",24628.43431574,29404.85108794,28BEA17EEB4F0186,"20210926121846"
103.705927078822,1.3386023887151,0,kml_82,"9405241",AcuMed Medical Group,MC,"65159919","649846",B,"301","01",18/19,BOON LAY WAY,BOON LAY MRT STATION,"CDMP,CHAS",13822.67550401,35641.7356976,DB748EA9D355904E,"20210926121846"
103.932493034946,1.32587565153874,0,kml_83,"9405242",AcuMed Medical Group,MC,"64438077","460214",A,"214","01","165",Bedok North Street 1,,"CDMP,CHAS,ISP",39037.11941425,34234.33096507,01777069A1D435FA,"20210926121846"
103.892787161386,1.38977026270374,0,kml_84,17M0142,AcuMed Medical Group,MC,"63850113","543215",A,215C,"01","02",COMPASSVALE DRIVE,,CHAS,34618.0791775,41299.33350436,8BF0EAB683848C59,"20210926121846"
103.712430373584,1.34633552468211,0,kml_85,"9400129",BOON LAY CLINIC & SURGERY,MC,"62655247","640221",A,"221","01",240/244,BOON LAY PLACE,,"CDMP,CHAS,ISP",14546.46668567,36496.79158791,40746D8A39F033BF,"20210926121846"
103.731255559658,1.34404941870857,0,kml_86,19M0066,BOON LAY CORPORATION CLINIC,MC,"68994569","600350",A,"350","01","1225",JURONG EAST AVENUE 1,,CHAS,16641.49559798,36243.90948505,D0ECFA0B57FE8F90,"20210926121846"
103.886058091098,1.32012887334325,0,kml_87,18M0176,BOSTON MEDICAL,MC,"68179036","380119",A,"119","01","72",ALJUNIED AVENUE 2,,"CDMP,CHAS,ISP",33869.38861414,33598.72295093,EBB685C589C570A4,"20210926121846"
103.749382188619,1.3462486617594,0,kml_88,"9400137",BUKIT BATOK MEDICAL CLINIC,MC,"65603311","650207",,"207","01","114",BUKIT BATOK ST 21,,"CDMP,CHAS,ISP",18658.80226064,36487.01400006,35CD364D414F0E27,"20210926121846"
103.809058595403,1.3245755173538,0,kml_89,"9403518",BUKIT TIMAH CLINIC,MC,"64665458","269731",B,621A,,,BUKIT TIMAH ROAD,,"CDMP,CHAS,ISP",25300.10766159,34090.36105837,038D531F89089887,"20210926121846"
103.773237589356,1.34055525010784,0,kml_90,"9400143",BUKIT TIMAH NAM SANG  CLINIC,MD,"64690760","598591",B,"80",,,JLN JURONG KECHIL,,"CDMP,CHAS,ISP",21313.63187169,35857.38690923,FE07344CF06AE629,"20210926121846"
103.786255228682,1.30814746868332,0,kml_91,20M0248,Babysteps Medical,MC,"88391322","270025",A,"25","01","10",GHIM MOH LINK,GHIM MOH VALLEY,"CDMP,CHAS,ISP",22762.28747717,32273.86781798,1A708E36C9E3A9A2,"20210926121846"
103.798140993881,1.44562290748789,0,kml_92,"9402787",Banyan Clinic Pte Ltd.,MC,"63652001","730768",A,"768","02","04",Woodlands Avenue 6,Woodlands Mart,"CDMP,CHAS,ISP",24085.28700111,47475.18426852,BDFADA14F5C9DCB0,"20210926121846"
103.827513018591,1.28905789113721,0,kml_93,12C0244,Beo Crescent Clinic & Surgery,MC,"62750269","160040",A,"40","01","02",Beo Crescent,,"CDMP,CHAS",27353.89036223,30162.99234493,D8B0520F38CB6B95,"20210926121846"
103.859014406987,1.29593189474123,0,kml_94,"9405101",Bethesda Medical Centre,MD,"63378933","38983",B,"3","03","330",TEMASEK BOULEVARD,SUNTEC CITY MALL,"CDMP,CHAS",30859.71977216,30923.09790327,7C704C4540CF8852,"20210926121846"
103.712430373584,1.34633552468211,0,kml_95,12C0252,Bless Medical Centre Pte Ltd,MD,"62664119","640221",A,"221","01","108",BOON LAY PLACE,BOON LAY SHOPPING CENTRE,"CDMP,CHAS",14546.46668567,36496.79158791,40746D8AB499527B,"20210926121846"
103.795295749273,1.31113192555117,0,kml_96,20M0250,Boey@Holland V Family Clinic,MC,"62357988","277673",B,"6",,,LORONG MAMBONG,HOLLAND VILLAGE,"CDMP,CHAS",23768.41838067,32603.85667105,504663EF8BA2FAA8,"20210926121846"
103.92930519829,1.31316934216382,0,kml_97,"9402741",C & K FAMILY CLINIC PTE LTD,MD,"62429588","455297",B,"108",,,UPPER EAST COAST ROAD,,"CDMP,CHAS",38682.39910624,32829.31658602,CAA15791452211A4,"20210926121846"
103.741742087355,1.34634407478636,0,kml_98,"9400151",C H TAN MEDICAL CLINIC & DENTAL SURGERY,MC,"65618712","650177",A,"177","01","259",BT BATOK WEST AVE 8,,"CDMP,CHAS,ISP",17808.54269556,36497.59486993,1678EB41B052A017,"20210926121846"
103.845737117486,1.33833133425818,0,kml_99,"9400154",C K TAN FAMILY CLINIC & SURGERY PTE LTD,MC,"62514438","310125",A,"125","01","537",TOA PAYOH LOR 1,,"CDMP,CHAS,ISP",29382.05076063,35611.39906609,4B295B7DE4961A13,"20210926121846"
103.839395071325,1.37530562129984,0,kml_100,"9400160",C Y KOK CLINIC & SURGERY,MC,"64569983","560157",A,"157","01","562",ANG MO KIO AVE 4,,"CDMP,CHAS,ISP",28676.23854942,39699.82447759,9E634C645BA4458C,"20210926121846"
103.886195689055,1.32170328990751,0,kml_101,17M0186,C3 Family Clinic @Aljunied Crescent,MC,"67422285","380095",A,"95","01","509",ALJUNIED CRESCENT,MACPHERSON VIEW,"CDMP,CHAS",33884.69822084,33772.8143443,AA16708B9FEB2861,"20210926121846"
103.886367847372,1.37331270083797,0,kml_102,"9402580",CARE MEDICAL PTE LTD,MD,"63872272","530683",A,"683","01","931",HOUGANG AVE 8,,"CDMP,CHAS",33903.73348338,39479.52207571,AFB62F7982CC83C0,"20210926121846"
103.901228610039,1.32955256814021,0,kml_103,"9400172",CARITAS CLINIC,MC,"67489284","400304",A,"304","01","127",UBI AVE 1,,"CDMP,CHAS,ISP",35557.69016346,34640.78854952,D152603EDDA9B321,"20210926121846"
103.77076830515,1.38358044593591,0,kml_104,"9402663",CASHEW MEDICAL & SURGERY,MC,"67634255","670445",A,"445","02","522",FAJAR RD,FAJAR SHOPPING CENTRE,"CDMP,CHAS",21038.95049455,40614.90347462,E7CD3B43DFA5DBE1,"20210926121846"
103.884471780069,1.30964078460585,0,kml_105,"9402306",CASSIA CLINIC & SURGERY,MC,"63464260","390034",,"34","01","76",CASSIA CRESCENT,,"CDMP,CHAS,ISP",33692.87148401,32438.9998579,F5488ECA1281B835,"20210926121846"
103.743145847094,1.38449608058333,0,kml_106,13C0034,CCK FAMILY CLINIC,MC,"68910338","680304",A,"304","01","653",CHOA CHU KANG AVE 4,,"CDMP,CHAS,ISP",17964.92411005,40716.24879593,CF00A64AF0EE699B,"20210926121846"
103.952639447158,1.36189785903603,0,kml_107,11C0170,CECILIA FAMILY CLINIC & SURGERY,MC,"67883812","520484",A,"484","01","224",TAMPINES STREET 43,,"CDMP,CHAS",41279.02090263,38217.59005527,08D480F90F85651F,"20210926121846"
